"","age","NHANES","total","HP","perc","neg","year","prev_obs","age_sq","fit_val","se_fit","upr","upr_scl","lwr","lwr_scl","model","type","FOI","fit_val_perc"
"18",17,"1988-1994",54,19,35.19,35,1991,0.351851851851852,289,0.218202190270574,0.00593256939713987,0.230067329064853,23.0067329064853,0.206337051476294,20.6337051476294,"Muench's Model","Prevalence",NA,21.8202190270574
"19",18,"1988-1994",45,14,31.11,31,1991,0.311111111111111,324,0.229441017229716,0.00619124298723838,0.241823503204193,24.1823503204193,0.217058531255239,21.7058531255239,"Muench's Model","Prevalence",NA,22.9441017229716
"20",19,"1988-1994",58,25,43.1,33,1991,0.431034482758621,361,0.24051827910151,0.00644125337638571,0.253400785854281,25.3400785854281,0.227635772348739,22.7635772348739,"Muench's Model","Prevalence",NA,24.051827910151
"21",20,"1988-1994",43,11,25.58,32,1991,0.255813953488372,400,0.251436298483994,0.00668279618525222,0.264801890854499,26.4801890854499,0.23807070611349,23.807070611349,"Muench's Model","Prevalence",NA,25.1436298483994
"22",21,"1988-1994",42,18,42.86,24,1991,0.428571428571429,441,0.262197364586424,0.00691606320049533,0.276029490987415,27.6029490987415,0.248365238185434,24.8365238185434,"Muench's Model","Prevalence",NA,26.2197364586424
"23",22,"1988-1994",41,10,24.39,31,1991,0.24390243902439,484,0.272803733709257,0.00714124244456552,0.287086218598388,28.7086218598388,0.258521248820126,25.8521248820126,"Muench's Model","Prevalence",NA,27.2803733709257
"24",23,"1988-1994",43,16,37.21,27,1991,0.372093023255814,529,0.283257629717234,0.00735851824429756,0.29797466620583,29.797466620583,0.268540593228639,26.8540593228639,"Muench's Model","Prevalence",NA,28.3257629717234
"25",24,"1988-1994",47,11,23.4,36,1991,0.234042553191489,576,0.293561244505669,0.00756807129830764,0.308697387102284,30.8697387102284,0.278425101909053,27.8425101909053,"Muench's Model","Prevalence",NA,29.3561244505669
"26",25,"1988-1994",45,22,48.89,23,1991,0.488888888888889,625,0.30371673846002,0.00777007874321645,0.319256895946453,31.9256895946453,0.288176580973587,28.8176580973587,"Muench's Model","Prevalence",NA,30.371673846002
"27",26,"1988-1994",43,19,44.19,24,1991,0.441860465116279,676,0.313726240908874,0.00796471421871804,0.32965566934631,32.965566934631,0.297796812471438,29.7796812471438,"Muench's Model","Prevalence",NA,31.3726240908874
"28",27,"1988-1994",52,20,38.46,32,1991,0.384615384615385,729,0.323591850570398,0.00815214793151409,0.339896146433426,33.9896146433426,0.30728755470737,30.728755470737,"Muench's Model","Prevalence",NA,32.3591850570398
"29",28,"1988-1994",45,20,44.44,25,1991,0.444444444444444,784,0.333315635992391,0.00833254671813248,0.349980729428656,34.9980729428656,0.316650542556126,31.6650542556126,"Muench's Model","Prevalence",NA,33.3315635992391
"30",29,"1988-1994",28,11,39.29,17,1991,0.392857142857143,841,0.342899635985996,0.00850607410664938,0.359911784199295,35.9911784199295,0.325887487772697,32.5887487772697,"Muench's Model","Prevalence",NA,34.2899635985996
"31",30,"1988-1994",46,26,56.52,20,1991,0.565217391304348,900,0.352345860053186,0.00867289037733316,0.369691640807853,36.9691640807853,0.33500007929852,33.500007929852,"Muench's Model","Prevalence",NA,35.2345860053186
"32",31,"1988-1994",42,18,42.86,24,1991,0.428571428571429,961,0.361656288808101,0.00883315262222839,0.379322594052558,37.9322594052558,0.343989983563645,34.3989983563645,"Muench's Model","Prevalence",NA,36.1656288808101
"33",32,"1988-1994",50,20,40,30,1991,0.4,1024,0.370832874392327,0.00898701480369797,0.388806903999723,38.8806903999723,0.352858844784931,35.2858844784931,"Muench's Model","Prevalence",NA,37.0832874392327
"34",33,"1988-1994",46,18,39.13,28,1991,0.391304347826087,1089,0.379877540884208,0.00913462781194098,0.39814679650809,39.814679650809,0.361608285260326,36.1608285260326,"Muench's Model","Prevalence",NA,37.9877540884208
"35",34,"1988-1994",43,13,30.23,30,1991,0.302325581395349,1156,0.388792184702272,0.00927613952150354,0.407344463745279,40.7344463745279,0.370239905659265,37.0239905659265,"Muench's Model","Prevalence",NA,38.8792184702272
"36",35,"1988-1994",44,15,34.09,29,1991,0.340909090909091,1225,0.397578675002857,0.00941169484679985,0.416402064696457,41.6402064696457,0.378755285309257,37.8755285309257,"Muench's Model","Prevalence",NA,39.7578675002857
"37",36,"1988-1994",42,11,26.19,31,1991,0.261904761904762,1296,0.406238854072025,0.00954143579666012,0.425321725665345,42.5321725665345,0.387155982478705,38.7155982478705,"Muench's Model","Prevalence",NA,40.6238854072025
"38",37,"1988-1994",45,23,51.11,22,1991,0.511111111111111,1369,0.414774537711835,0.00966550152792194,0.434105540767679,43.4105540767679,0.395443534655991,39.5443534655991,"Muench's Model","Prevalence",NA,41.4774537711835
"39",38,"1988-1994",39,18,46.15,21,1991,0.461538461538462,1444,0.423187515621068,0.00978402839808126,0.442755572417231,44.2755572417231,0.403619458824906,40.3619458824906,"Muench's Model","Prevalence",NA,42.3187515621068
"40",39,"1988-1994",34,12,35.29,22,1991,0.352941176470588,1521,0.43147955177048,0.00989715001701897,0.451273851804518,45.1273851804518,0.411685251736443,41.1685251736443,"Muench's Model","Prevalence",NA,43.147955177048
"41",40,"1988-1994",44,25,56.82,19,1991,0.568181818181818,1600,0.439652384772656,0.0100049972978189,0.459662379368294,45.9662379368294,0.419642390177019,41.9642390177019,"Muench's Model","Prevalence",NA,43.9652384772656
"42",41,"1988-1994",42,25,59.52,17,1991,0.595238095238095,1681,0.44770772824655,0.0101076985066923,0.467923125259935,46.7923125259935,0.427492331233165,42.7492331233165,"Muench's Model","Prevalence",NA,44.770772824655
"43",42,"1988-1994",50,16,32,34,1991,0.32,1764,0.455647271176782,0.0102053793120246,0.476058029800832,47.6058029800832,0.435236512552733,43.5236512552733,"Muench's Model","Prevalence",NA,45.5647271176783
"44",43,"1988-1994",26,13,50,13,1991,0.5,1849,0.463472678267777,0.0102981628325587,0.484069003932895,48.4069003932895,0.44287635260266,44.287635260266,"Muench's Model","Prevalence",NA,46.3472678267778
"45",44,"1988-1994",31,14,45.16,17,1991,0.451612903225806,1936,0.471185590292803,0.0103861696847301,0.491957929662263,49.1957929662263,0.450413250923343,45.0413250923343,"Muench's Model","Prevalence",NA,47.1185590292803
"46",45,"1988-1994",32,16,50,16,1991,0.5,2025,0.478787624437996,0.0104695180291673,0.49972666049633,49.972666049633,0.457848588379661,45.7848588379661,"Muench's Model","Prevalence",NA,47.8787624437996
"47",46,"1988-1994",26,13,50,13,1991,0.5,2116,0.486280374641443,0.0105483236163736,0.50737702187419,50.737702187419,0.465183727408696,46.5183727408696,"Muench's Model","Prevalence",NA,48.6280374641443
"48",47,"1988-1994",37,13,35.14,24,1991,0.351351351351351,2209,0.493665411927386,0.0106226998316019,0.51491081159059,51.491081159059,0.472420012264182,47.2420012264182,"Muench's Model","Prevalence",NA,49.3665411927386
"49",48,"1988-1994",33,23,69.7,10,1991,0.696969696969697,2304,0.50094428473562,0.0106927577389376,0.522329800213496,52.2329800213495,0.479558769257745,47.9558769257745,"Muench's Model","Prevalence",NA,50.094428473562
"50",49,"1988-1994",28,14,50,14,1991,0.5,2401,0.508118519246163,0.0107586061246035,0.52963573149537,52.963573149537,0.486601306996956,48.6601306996956,"Muench's Model","Prevalence",NA,50.8118519246163
"51",50,"1988-1994",33,23,69.7,10,1991,0.696969696969697,2500,0.515189619699248,0.0108203515394984,0.536830322778245,53.6830322778245,0.493548916620251,49.3548916620251,"Muench's Model","Prevalence",NA,51.5189619699248
"52",51,"1988-1994",22,7,31.82,15,1991,0.318181818181818,2601,0.522159068710728,0.0108780983409841,0.543915265392696,54.3915265392696,0.50040287202876,50.040287202876,"Muench's Model","Prevalence",NA,52.2159068710728
"53",52,"1988-1994",22,5,22.73,17,1991,0.227272727272727,2704,0.529028327582935,0.0109319487339324,0.550892225050799,55.0892225050799,0.50716443011507,50.716443011507,"Muench's Model","Prevalence",NA,52.9028327582935
"54",53,"1988-1994",20,10,50,10,1991,0.5,2809,0.535798836611075,0.0109820028110458,0.557762842233167,55.7762842233167,0.513834830988983,51.3834830988983,"Muench's Model","Prevalence",NA,53.5798836611075
"55",54,"1988-1994",23,10,43.48,13,1991,0.434782608695652,2916,0.542472015385221,0.0110283585924636,0.564528732570149,56.4528732570149,0.520415298200294,52.0415298200294,"Muench's Model","Prevalence",NA,54.2472015385221
"56",55,"1988-1994",32,21,65.62,11,1991,0.65625,3025,0.549049263087962,0.0110711120646651,0.571191487217292,57.1191487217292,0.526907038958632,52.6907038958632,"Muench's Model","Prevalence",NA,54.9049263087962
"57",56,"1988-1994",30,12,40,18,1991,0.4,3136,0.55553195878777,0.0111103572186837,0.577752673225137,57.7752673225137,0.533311244350403,53.3311244350403,"Muench's Model","Prevalence",NA,55.553195878777
"58",57,"1988-1994",27,13,48.15,14,1991,0.481481481481481,3249,0.561921461728155,0.0111461860876417,0.584213833903439,58.4213833903439,0.539629089552872,53.9629089552872,"Muench's Model","Prevalence",NA,56.1921461728155
"59",58,"1988-1994",40,20,50,20,1991,0.5,3364,0.568219111612664,0.0111786887836188,0.590576489179901,59.0576489179901,0.545861734045426,54.5861734045426,"Muench's Model","Prevalence",NA,56.8219111612664
"60",59,"1988-1994",23,15,65.22,8,1991,0.652173913043478,3481,0.574426228885772,0.011207953533865,0.596842135953502,59.6842135953502,0.552010321818042,55.2010321818042,"Muench's Model","Prevalence",NA,57.4426228885772
"61",60,"1988-1994",36,18,50,18,1991,0.5,3600,0.580544115009753,0.0112340667163694,0.603012248442492,60.3012248442492,0.558075981577014,55.8075981577014,"Muench's Model","Prevalence",NA,58.0544115009753
"62",61,"1988-1994",27,13,48.15,14,1991,0.481481481481481,3721,0.586574052737554,0.0112571128947956,0.609088278527145,60.9088278527145,0.564059826947962,56.4059826947962,"Muench's Model","Prevalence",NA,58.6574052737554
"63",62,"1988-1994",39,30,76.92,9,1991,0.769230769230769,3844,0.592517306381754,0.0112771748527954,0.615071656087345,61.5071656087345,0.569962956676163,56.9962956676163,"Muench's Model","Prevalence",NA,59.2517306381754
"64",63,"1988-1994",30,21,70,9,1991,0.7,3969,0.598375122079659,0.0112943336277104,0.62096378933508,62.096378933508,0.575786454824238,57.5786454824238,"Muench's Model","Prevalence",NA,59.8375122079659
"65",64,"1988-1994",32,19,59.38,13,1991,0.59375,4096,0.604148728054579,0.0113086685436725,0.626766065141924,62.6766065141924,0.581531390967234,58.1531390967234,"Muench's Model","Prevalence",NA,60.4148728054579
"66",65,"1988-1994",29,16,55.17,13,1991,0.551724137931034,4225,0.609839334873356,0.011320257244114,0.632479849361584,63.2479849361584,0.587198820385128,58.7198820385128,"Muench's Model","Prevalence",NA,60.9839334873356
"67",66,"1988-1994",28,16,57.14,12,1991,0.571428571428571,4356,0.615448135700183,0.0113291757236967,0.638106487147576,63.8106487147576,0.592789784252789,59.278978425279,"Muench's Model","Prevalence",NA,61.5448135700183
"68",67,"1988-1994",22,14,63.64,8,1991,0.636363636363636,4489,0.620976306546782,0.0113354983596703,0.643647303266123,64.3647303266122,0.598305309827441,59.8305309827441,"Muench's Model","Prevalence",NA,62.0976306546782
"69",68,"1988-1994",27,17,62.96,10,1991,0.62962962962963,4624,0.626425006518978,0.0113392979426702,0.649103602404318,64.9103602404318,0.603746410633638,60.3746410633638,"Muench's Model","Prevalence",NA,62.6425006518978
"70",69,"1988-1994",30,18,60,12,1991,0.6,4761,0.631795378059734,0.0113406457069639,0.654476669473662,65.4476669473662,0.609114086645806,60.9114086645806,"Muench's Model","Prevalence",NA,63.1795378059734
"71",70,"1988-1994",31,19,61.29,12,1991,0.612903225806452,4900,0.637088547188687,0.0113396113601559,0.659767769908999,65.9767769908999,0.614409324468375,61.4409324468375,"Muench's Model","Prevalence",NA,63.7088547188687
"72",71,"1988-1994",31,18,58.06,13,1991,0.580645161290323,5041,0.642305623738247,0.0113362631123595,0.664978149962966,66.4978149962966,0.619633097513528,61.9633097513528,"Muench's Model","Prevalence",NA,64.2305623738247
"73",72,"1988-1994",34,23,67.65,11,1991,0.676470588235294,5184,0.647447701586298,0.0113306677048462,0.670109036995991,67.0109036995991,0.624786366176606,62.4786366176606,"Muench's Model","Prevalence",NA,64.7447701586298
"74",73,"1988-1994",30,17,56.67,13,1991,0.566666666666667,5329,0.65251585888555,0.0113228904381808,0.675161639761912,67.5161639761912,0.629870078009188,62.9870078009188,"Muench's Model","Prevalence",NA,65.251585888555
"75",74,"1988-1994",33,20,60.61,13,1991,0.606060606060606,5476,0.657511158289603,0.0113129951998502,0.680137148689304,68.0137148689304,0.634885167889903,63.4885167889903,"Muench's Model","Prevalence",NA,65.7511158289603
"76",75,"1988-1994",22,15,68.18,7,1991,0.681818181818182,5625,0.662434647175755,0.0113010444913967,0.685036736158548,68.5036736158548,0.639832558192961,63.9832558192961,"Muench's Model","Prevalence",NA,66.2434647175754
"77",76,"1988-1994",22,12,54.55,10,1991,0.545454545454545,5776,0.667287357864605,0.0112870994550625,0.68986155677473,68.986155677473,0.644713158954479,64.4713158954479,"Muench's Model","Prevalence",NA,66.7287357864605
"78",77,"1988-1994",18,10,55.56,8,1991,0.555555555555556,5929,0.672070307836507,0.0112712198999552,0.694612747636417,69.4612747636417,0.649527868036596,64.9527868036596,"Muench's Model","Prevalence",NA,67.2070307836507
"79",78,"1988-1994",18,10,55.56,8,1991,0.555555555555556,6084,0.676784499944906,0.0112534643277408,0.699291428600388,69.9291428600388,0.654277571289425,65.4277571289425,"Muench's Model","Prevalence",NA,67.6784499944906
"80",79,"1988-1994",17,7,41.18,10,1991,0.411764705882353,6241,0.681430922626608,0.011233889957875,0.703898702542358,70.3898702542358,0.658963142710858,65.8963142710858,"Muench's Model","Prevalence",NA,68.1430922626608
"81",80,"1988-1994",27,17,62.96,10,1991,0.62962962962963,6400,0.686010550109029,0.0112125527523777,0.708435655613784,70.8435655613784,0.663585444604274,66.3585444604274,"Muench's Model","Prevalence",NA,68.6010550109029
"82",81,"1988-1994",32,15,46.88,17,1991,0.46875,6561,0.690524342614462,0.0111895074401615,0.712903357494785,71.2903357494785,0.668145327734139,66.8145327734139,"Muench's Model","Prevalence",NA,69.0524342614462
"83",82,"1988-1994",20,11,55,9,1991,0.55,6724,0.694973246561413,0.0111648075409201,0.717302861643253,71.7302861643253,0.672643631479573,67.2643631479573,"Muench's Model","Prevalence",NA,69.4973246561413
"84",83,"1988-1994",17,9,52.94,8,1991,0.529411764705882,6889,0.699358194763035,0.011138505388584,0.721635205540203,72.1635205540203,0.677081183985867,67.7081183985867,"Muench's Model","Prevalence",NA,69.9358194763035
"85",84,"1988-1994",15,8,53.33,7,1991,0.533333333333333,7056,0.703680106622717,0.0111106521543532,0.725901410931423,72.5901410931423,0.68145880231401,68.145880231401,"Muench's Model","Prevalence",NA,70.3680106622717
"86",85,"1988-1994",13,11,84.62,2,1991,0.846153846153846,7225,0.707939888326852,0.0110812978693112,0.730102484065475,73.0102484065475,0.68577729258823,68.577729258823,"Muench's Model","Prevalence",NA,70.7939888326852
"87",86,"1988-1994",8,8,100,0,1991,1,7396,0.712138433034848,0.0110504914466301,0.734239415928108,73.4239415928108,0.690037450141588,69.0037450141588,"Muench's Model","Prevalence",NA,71.2138433034848
"88",87,"1988-1994",12,6,50,6,1991,0.5,7569,0.716276621066391,0.0110182807033728,0.738313182473137,73.8313182473137,0.694240059659646,69.4240059659646,"Muench's Model","Prevalence",NA,71.6276621066391
"89",88,"1988-1994",4,1,25,3,1991,0.25,7744,0.720355320086029,0.0109847123818986,0.742324744849826,74.2324744849826,0.698385895322231,69.8385895322231,"Muench's Model","Prevalence",NA,72.0355320086029
"90",89,"1988-1994",3,2,66.67,1,1991,0.666666666666667,7921,0.724375385285093,0.0109498321708812,0.746275049626855,74.6275049626855,0.70247572094333,70.247572094333,"Muench's Model","Prevalence",NA,72.4375385285093
"91",90,"1988-1994",15,10,66.67,5,1991,0.666666666666667,8100,0.728337659561012,0.010913684725943,0.750165029012898,75.0165029012898,0.706510290109126,70.6510290109126,"Muench's Model","Prevalence",NA,72.8337659561012
"92",91,"1988-1994",NA,NA,NA,NA,NA,NA,NA,0.732242973694044,0.0108763136899154,0.753995601073874,75.3995601073874,0.710490346314213,71.0490346314213,"Muench's Model","Prevalence",NA,73.2242973694044
"93",92,"1988-1994",NA,NA,NA,NA,NA,NA,NA,0.736092146521464,0.0108377617127285,0.757767669946921,75.7767669946921,0.714416623096007,71.4416623096007,"Muench's Model","Prevalence",NA,73.6092146521464
"94",93,"1988-1994",NA,NA,NA,NA,NA,NA,NA,0.739885985109257,0.0107980704709401,0.761482126051138,76.1482126051138,0.718289844167377,71.8289844167377,"Muench's Model","Prevalence",NA,73.9885985109257
"95",0,"1999-2000",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,"Muench's Model","Prevalence",NA,0
"96",1,"1999-2000",NA,NA,NA,NA,NA,NA,NA,0.0131687588971152,0.000270108563721133,0.0137089760245575,1.37089760245575,0.012628541769673,1.2628541769673,"Muench's Model","Prevalence",NA,1.31687588971152
"97",2,"1999-2000",NA,NA,NA,NA,NA,NA,NA,0.0261641015833401,0.000533103138338887,0.0272303078600179,2.72303078600179,0.0250978953066624,2.50978953066624,"Muench's Model","Prevalence",NA,2.61641015833401
"98",3,"1999-2000",114,5,4.39,109,2000,0.043859649122807,9,0.0389883117349448,0.00078912424746421,0.0405665602298732,4.05665602298732,0.0374100632400163,3.74100632400163,"Muench's Model","Prevalence",NA,3.89883117349448
"99",4,"1999-2000",134,8,5.97,126,2000,0.0597014925373134,16,0.0516436429550169,0.00103830994734598,0.0537202628497088,5.37202628497089,0.0495670230603249,4.95670230603249,"Muench's Model","Prevalence",NA,5.16436429550169
"100",5,"1999-2000",111,11,9.91,100,2000,0.0990990990990991,25,0.0641323191694888,0.00128079586748613,0.0666939109044611,6.66939109044611,0.0615707274345165,6.15707274345165,"Muench's Model","Prevalence",NA,6.41323191694888
"101",6,"1999-2000",129,14,10.85,115,2000,0.108527131782946,36,0.0764565350179482,0.00151671525061294,0.0794899655191741,7.94899655191741,0.0734231045167224,7.34231045167224,"Muench's Model","Prevalence",NA,7.64565350179482
"102",7,"1999-2000",148,14,9.46,134,2000,0.0945945945945946,49,0.0886184562393033,0.00174619899202238,0.0921108542233481,9.21108542233481,0.0851260582552585,8.51260582552585,"Muench's Model","Prevalence",NA,8.86184562393033
"103",8,"1999-2000",151,26,17.22,125,2000,0.172185430463576,64,0.100620220052369,0.00196937567829721,0.104558971408963,10.4558971408963,0.0966814686957742,9.66814686957742,"Muench's Model","Prevalence",NA,10.0620220052369
"104",9,"1999-2000",136,24,17.65,112,2000,0.176470588235294,81,0.11246393553144,0.00218637162541335,0.116836678782266,11.6836678782266,0.108091192280613,10.8091192280613,"Muench's Model","Prevalence",NA,11.246393553144
"105",10,"1999-2000",152,26,17.11,126,2000,0.171052631578947,100,0.124151683976921,0.0023973109162431,0.128946305809407,12.8946305809407,0.119357062144434,11.9357062144434,"Muench's Model","Prevalence",NA,12.4151683976921
"106",11,"1999-2000",158,28,17.72,130,2000,0.177215189873418,121,0.135685519281073,0.00260231543746424,0.140890150156001,14.0890150156001,0.130480888406144,13.0480888406144,"Muench's Model","Prevalence",NA,13.5685519281073
"107",12,"1999-2000",291,54,18.56,237,2000,0.185567010309278,144,0.147067468288946,0.0028015049158844,0.152670478120715,15.2670478120715,0.141464458457177,14.1464458457177,"Muench's Model","Prevalence",NA,14.7067468288946
"108",13,"1999-2000",282,48,17.02,234,2000,0.170212765957447,169,0.158299531154555,0.00299499695418953,0.164289525062934,16.4289525062934,0.152309537246176,15.2309537246176,"Muench's Model","Prevalence",NA,15.8299531154555
"109",14,"1999-2000",270,63,23.33,207,2000,0.233333333333333,196,0.169383681692369,0.00318290706612547,0.17574949582462,17.574949582462,0.163017867560118,16.3017867560118,"Muench's Model","Prevalence",NA,16.9383681692369
"110",15,"1999-2000",240,59,24.58,181,2000,0.245833333333333,225,0.180321867724172,0.00336534871112114,0.187052565146414,18.7052565146414,0.17359117030193,17.359117030193,"Muench's Model","Prevalence",NA,18.0321867724172
"111",16,"1999-2000",277,79,28.52,198,2000,0.285198555956679,256,0.19111601142135,0.00354243332836232,0.198200878078075,19.8200878078075,0.184031144764626,18.4031144764626,"Muench's Model","Prevalence",NA,19.111601142135
"112",17,"1999-2000",253,72,28.46,181,2000,0.284584980237154,289,0.201768009642679,0.00371427037032401,0.209196550383327,20.9196550383327,0.194339468902031,19.4339468902031,"Muench's Model","Prevalence",NA,20.1768009642679
"113",18,"1999-2000",256,78,30.47,178,2000,0.3046875,324,0.212279734267659,0.00388096733577019,0.2200416689392,22.00416689392,0.204517799596119,20.4517799596119,"Muench's Model","Prevalence",NA,21.2279734267659
"114",19,"1999-2000",246,92,37.4,154,2000,0.373983739837398,361,0.22265303252546,0.00404262980222885,0.230738292129918,23.0738292129918,0.214567772921002,21.4567772921002,"Muench's Model","Prevalence",NA,22.265303252546
"115",20,"1999-2000",74,17,22.97,57,2000,0.22972972972973,400,0.232889727319536,0.00419936145795053,0.241288450235437,24.1288450235437,0.224491004403635,22.4491004403635,"Muench's Model","Prevalence",NA,23.2889727319536
"116",21,"1999-2000",75,21,28,54,2000,0.28,441,0.242991617547965,0.00435126413335838,0.251694145814682,25.1694145814682,0.234289089281249,23.4289089281249,"Muench's Model","Prevalence",NA,24.2991617547965
"117",22,"1999-2000",83,23,27.71,60,2000,0.27710843373494,484,0.252960478419571,0.0044984378319975,0.261957354083566,26.1957354083566,0.243963602755576,24.3963602755576,"Muench's Model","Prevalence",NA,25.2960478419571
"118",23,"1999-2000",80,27,33.75,53,2000,0.3375,529,0.26279806176588,0.00464098076099128,0.272080023287863,27.2080023287863,0.253516100243898,25.3516100243898,"Muench's Model","Prevalence",NA,26.279806176588
"119",24,"1999-2000",73,20,27.4,53,2000,0.273972602739726,576,0.272506096348971,0.00477898936101248,0.282064075070996,28.2064075070996,0.262948117626947,26.2948117626947,"Muench's Model","Prevalence",NA,27.2506096348971
"120",25,"1999-2000",66,18,27.27,48,2000,0.272727272727273,625,0.282086288165273,0.00491255833577649,0.291911404836826,29.1911404836826,0.27226117149372,27.226117149372,"Muench's Model","Prevalence",NA,28.2086288165273
"121",26,"1999-2000",72,21,29.17,51,2000,0.291666666666667,676,0.291540320745358,0.00504178068106402,0.301623882107486,30.1623882107486,0.28145675938323,28.145675938323,"Muench's Model","Prevalence",NA,29.1540320745358
"122",27,"1999-2000",70,21,30,49,2000,0.3,729,0.30086985544979,0.00516674771328076,0.311203350876351,31.1203350876351,0.290536360023228,29.0536360023228,"Muench's Model","Prevalence",NA,30.086985544979
"123",28,"1999-2000",69,21,30.43,48,2000,0.304347826086957,784,0.310076531761077,0.00528754909756095,0.320651629956199,32.0651629956199,0.299501433565955,29.9501433565955,"Muench's Model","Prevalence",NA,31.0076531761077
"124",29,"1999-2000",79,25,31.65,54,2000,0.316455696202532,841,0.319161967571777,0.00540427287542203,0.329970513322621,32.9970513322621,0.308353421820933,30.8353421820933,"Muench's Model","Prevalence",NA,31.9161967571777
"125",30,"1999-2000",72,26,36.11,46,2000,0.361111111111111,900,0.32812775946881,0.00551700549197729,0.339161770452765,33.9161770452765,0.317093748484856,31.7093748484856,"Muench's Model","Prevalence",NA,32.812775946881
"126",31,"1999-2000",79,28,35.44,51,2000,0.354430379746835,961,0.33697548301403,0.00562583182271336,0.348227146659457,34.8227146659457,0.325723819368603,32.5723819368603,"Muench's Model","Prevalence",NA,33.697548301403
"127",32,"1999-2000",85,28,32.94,57,2000,0.329411764705882,1024,0.345706693021095,0.00573083519983931,0.357168363420773,35.7168363420773,0.334245022621416,33.4245022621416,"Muench's Model","Prevalence",NA,34.5706693021095
"128",33,"1999-2000",65,25,38.46,40,2000,0.384615384615385,1089,0.354322923828696,0.00583209743821394,0.365987118705124,36.5987118705124,0.342658728952268,34.2658728952268,"Muench's Model","Prevalence",NA,35.4322923828696
