age,period,Mean,SD,LB,UB,race,type
80,1,0.685366576278002,0.0412178553750096,0.610080222416707,0.769659157493491,Hispanic,Prevalence
81,1,0.686080391932676,0.0415826060427206,0.610347766753748,0.771528979823077,Hispanic,Prevalence
82,1,0.686761949716781,0.0419364690596953,0.610535859478685,0.773419374144384,Hispanic,Prevalence
83,1,0.687412749486082,0.0422796864713304,0.610621633516152,0.774976100092769,Hispanic,Prevalence
84,1,0.688034219361423,0.0426125023311593,0.61070102157063,0.776385161073327,Hispanic,Prevalence
85,1,0.688627719257052,0.0429351617985474,0.610774499370682,0.778141748501966,Hispanic,Prevalence
86,1,0.689194544230528,0.04324791034026,0.610867587579078,0.779841564563271,Hispanic,Prevalence
87,1,0.689735927663482,0.04355099302518,0.610986489177861,0.781245975637252,Hispanic,Prevalence
88,1,0.690253044281996,0.0438446539026183,0.611097509246962,0.782502372211438,Hispanic,Prevalence
89,1,0.690747013024929,0.0441291354556872,0.611201170336899,0.783707114033176,Hispanic,Prevalence
90,1,0.691218899768053,0.0444046781221156,0.611270123268588,0.784862943369859,Hispanic,Prevalence
91,1,0.691669719911437,0.0446715198756785,0.611328522905806,0.785951066842757,Hispanic,Prevalence
1,2,0,0,0,0,Hispanic,Prevalence
2,2,0.0228604374254433,0.00145720417949085,0.0203441347117625,0.0260341570616254,Hispanic,Prevalence
3,2,0.0451405858398131,0.00281311845703456,0.0402606631130346,0.0512628880075137,Hispanic,Prevalence
4,2,0.0668553846114539,0.00407252830095324,0.0597644225620372,0.0756871883578174,Hispanic,Prevalence
5,2,0.0880193828148465,0.00524005566794753,0.0788647637101731,0.0993422964481764,Hispanic,Prevalence
6,2,0.108646749582704,0.00632016589746922,0.0975566204105483,0.122205988752967,Hispanic,Prevalence
7,2,0.128751284179199,0.0073171744369371,0.115835224161663,0.144313770664312,Hispanic,Prevalence
8,2,0.148346425801945,0.00823525340535577,0.133740192597021,0.165700623427292,Hispanic,Prevalence
9,2,0.167445263120169,0.00907843800202923,0.151260412169732,0.186661082535942,Hispanic,Prevalence
10,2,0.186060543556273,0.0098506327660222,0.16836556345846,0.20685126580378,Hispanic,Prevalence
11,2,0.204204682317801,0.0105556176907773,0.185178975456021,0.226328087480864,Hispanic,Prevalence
12,2,0.221889771186635,0.0111970541968018,0.201538219501355,0.245419101144133,Hispanic,Prevalence
13,2,0.239127587072047,0.0117784909635521,0.217609847335974,0.26372967834825,Hispanic,Prevalence
14,2,0.255929600334041,0.012303369619512,0.233357572587076,0.281448890479366,Hispanic,Prevalence
15,2,0.272306982883276,0.0127750302869314,0.248774310559466,0.298763136098047,Hispanic,Prevalence
16,2,0.288270616063634,0.0131967169747096,0.263866687134739,0.315396682980657,Hispanic,Prevalence
17,2,0.30383109832338,0.0135715828094094,0.278640269650138,0.33142330539628,Hispanic,Prevalence
18,2,0.318998752680657,0.0139026950903285,0.293136174436253,0.347160543118892,Hispanic,Prevalence
19,2,0.333783633988928,0.0141930401498886,0.30726132883295,0.362676723174842,Hispanic,Prevalence
20,2,0.348195536007808,0.0144455279952927,0.321016746226679,0.377400957124931,Hispanic,Prevalence
21,2,0.362243998284575,0.0146629967014641,0.334580407649636,0.391931337125939,Hispanic,Prevalence
22,2,0.375938312851514,0.0148482165187266,0.347784601406207,0.405747203574209,Hispanic,Prevalence
23,2,0.389287530744102,0.0150038936516268,0.360849440867961,0.419400664627021,Hispanic,Prevalence
24,2,0.402300468344897,0.0151326736578776,0.373645255900855,0.43256593397669,Hispanic,Prevalence
25,2,0.414985713557863,0.0152371444088696,0.386163387781776,0.445235157652197,Hispanic,Prevalence
26,2,0.427351631817747,0.0153198385459221,0.398296164290388,0.457520010762004,Hispanic,Prevalence
27,2,0.439406371938966,0.0153832353599073,0.410157306235204,0.469426053842445,Hispanic,Prevalence
28,2,0.451157871808374,0.0154297620167298,0.421440620648793,0.480986010542732,Hispanic,Prevalence
29,2,0.462613863926124,0.0154617940481706,0.432764042484738,0.492408784052592,Hispanic,Prevalence
30,2,0.473781880798761,0.0154816550277559,0.443902519292164,0.503742177278487,Hispanic,Prevalence
31,2,0.484669260188531,0.0154916153556445,0.454690995686011,0.514474832939662,Hispanic,Prevalence
32,2,0.495283150222813,0.015493890086179,0.465425951943195,0.525159227898784,Hispanic,Prevalence
33,2,0.505630514367446,0.0154906357477901,0.475665667234127,0.535532527080715,Hispanic,Prevalence
34,2,0.515718136267649,0.0154839461283224,0.485591333980657,0.545397391221995,Hispanic,Prevalence
35,2,0.525552624460096,0.0154758470301312,0.495364983918339,0.55521945991228,Hispanic,Prevalence
36,2,0.535140416959645,0.015468290038538,0.505014595777562,0.564641214743786,Hispanic,Prevalence
37,2,0.544487785724097,0.0154631453937113,0.514042367810104,0.574180860952877,Hispanic,Prevalence
38,2,0.553600841000282,0.0154621941081291,0.522966902234923,0.582954898076644,Hispanic,Prevalence
39,2,0.562485535554673,0.0154671195267902,0.531773379656732,0.591769996423103,Hispanic,Prevalence
40,2,0.571147668791651,0.0154794985815547,0.540313195233665,0.599947334392706,Hispanic,Prevalence
41,2,0.579592890762441,0.0155007930398227,0.548449213482105,0.60845351218098,Hispanic,Prevalence
42,2,0.587826706067668,0.0155323410861074,0.556725497267525,0.616925073017656,Hispanic,Prevalence
43,2,0.595854477656414,0.0155753495978531,0.564905451524705,0.62509345666339,Hispanic,Prevalence
44,2,0.603681430524534,0.0156308874797451,0.572633378191171,0.633122394322121,Hispanic,Prevalence
45,2,0.611312655314975,0.0156998804008193,0.579751113459821,0.640969921131406,Hispanic,Prevalence
46,2,0.618753111822717,0.0157831072350204,0.586858257357374,0.648630307426823,Hispanic,Prevalence
47,2,0.626007632406902,0.0158811984400463,0.594291899239176,0.656078997229955,Hispanic,Prevalence
48,2,0.63308092531265,0.0159946365254107,0.601052545444919,0.663323561836579,Hispanic,Prevalence
49,2,0.639977577904999,0.0161237586648903,0.607516755827096,0.670574465988357,Hispanic,Prevalence
50,2,0.646702059817303,0.0162687614085843,0.613983080078311,0.677693201448507,Hispanic,Prevalence
51,2,0.653258726016416,0.0164297073538974,0.619863707383547,0.684633029476431,Hispanic,Prevalence
52,2,0.659651819786873,0.0166065335504919,0.625629729942467,0.691282401322083,Hispanic,Prevalence
53,2,0.665885475636257,0.0167990613478138,0.631300095335505,0.697930663590822,Hispanic,Prevalence
54,2,0.671963722123845,0.0170070073491428,0.636980898008093,0.70419798861822,Hispanic,Prevalence
55,2,0.677890484614618,0.0172299951147939,0.642850851456628,0.710737647554571,Hispanic,Prevalence
56,2,0.683669587960606,0.0174675672582337,0.648311820000654,0.716611041096258,Hispanic,Prevalence
57,2,0.68930475911154,0.0177191975996153,0.653460074191113,0.722695574354207,Hispanic,Prevalence
58,2,0.694799629656679,0.0179843030773994,0.658240555680171,0.728582735241715,Hispanic,Prevalence
59,2,0.700157738299673,0.0182622551654,0.662932624480582,0.734211776121534,Hispanic,Prevalence
60,2,0.705382533268246,0.0185523905948869,0.667225188236673,0.73992120385182,Hispanic,Prevalence
61,2,0.710477374660441,0.0188540212348505,0.671603047807339,0.745496328153028,Hispanic,Prevalence
62,2,0.715445536729118,0.0191664430345849,0.675971042061994,0.75112711902433,Hispanic,Prevalence
63,2,0.720290210106368,0.0194889439787493,0.679767291921334,0.756611598816589,Hispanic,Prevalence
64,2,0.725014503969436,0.0198208110443781,0.683698688435719,0.761829299577325,Hispanic,Prevalence
65,2,0.729621448149713,0.0201613361811799,0.68713852300932,0.767038357506296,Hispanic,Prevalence
66,2,0.73411399518633,0.0205098213608324,0.69050218422977,0.772083937456451,Hispanic,Prevalence
67,2,0.738495022325808,0.020865582758342,0.694081138610091,0.776982601749367,Hispanic,Prevalence
68,2,0.742767333469231,0.0212279541396819,0.697627637296539,0.781602354515127,Hispanic,Prevalence
69,2,0.746933661068315,0.021596289535855,0.700340292315302,0.786242907040897,Hispanic,Prevalence
70,2,0.750996667971747,0.0219699652852643,0.703941998169938,0.790761891154043,Hispanic,Prevalence
71,2,0.754958949223116,0.0223483815248162,0.706895932241078,0.795342605120995,Hispanic,Prevalence
72,2,0.75882303381172,0.0227309632064102,0.709645069942025,0.799853827388866,Hispanic,Prevalence
73,2,0.762591386377516,0.0231171607101594,0.712692898367537,0.80417646786856,Hispanic,Prevalence
74,2,0.766266408871409,0.0235064501194466,0.715840181561514,0.808315949746724,Hispanic,Prevalence
75,2,0.769850442172093,0.0238983332162546,0.718461883648168,0.812529923771758,Hispanic,Prevalence
76,2,0.773345767660575,0.0242923372484763,0.720774869105386,0.81640968338762,Hispanic,Prevalence
77,2,0.776754608753528,0.0246880145143758,0.722815864745505,0.820211689868316,Hispanic,Prevalence
78,2,0.780079132396544,0.0250849418032149,0.725164381697709,0.824045837302236,Hispanic,Prevalence
79,2,0.783321450518368,0.0254827197253847,0.727441281507337,0.82778871844101,Hispanic,Prevalence
80,2,0.786483621447145,0.025880971960253,0.729436103909343,0.831450093876424,Hispanic,Prevalence
81,2,0.789567651289671,0.0262793444453617,0.731626547411878,0.835024401020982,Hispanic,Prevalence
82,2,0.792575495274658,0.0266775045265922,0.733483867791882,0.838515672297929,Hispanic,Prevalence
83,2,0.795509059060936,0.0270751400854115,0.735620802250938,0.841924475367129,Hispanic,Prevalence
84,2,0.798370200011542,0.0274719586563022,0.73775408239217,0.845226201698733,Hispanic,Prevalence
85,2,0.801160728434587,0.0278676865449013,0.739633073680471,0.848482365862125,Hispanic,Prevalence
86,2,0.803882408791787,0.0282620679551947,0.74158424278046,0.851594330004158,Hispanic,Prevalence
87,2,0.806536960875509,0.0286548641322789,0.743478391522575,0.854605445953929,Hispanic,Prevalence
88,2,0.809126060955164,0.0290458525256688,0.745236598679979,0.857728993182831,Hispanic,Prevalence
89,2,0.811651342893761,0.0294348259768677,0.746808611192502,0.860781255094175,Hispanic,Prevalence
90,2,0.814114399235407,0.0298215919338644,0.74851247285157,0.863530141371306,Hispanic,Prevalence
91,2,0.816516782264524,0.0302059716943746,0.749995053123602,0.866050074359377,Hispanic,Prevalence
1,1,0,0,0,0,NH Black,Prevalence
2,1,0.035836217755944,0.00473950015596582,0.0280257657215018,0.0468006335686127,NH Black,Prevalence
3,1,0.0695091442863642,0.00878145826122714,0.0548581658207577,0.0896468205156173,NH Black,Prevalence
4,1,0.101153983090083,0.0121994876065959,0.0806990515411985,0.12887457600936,NH Black,Prevalence
5,1,0.130897179384493,0.0150603308535504,0.105377933324088,0.164956612271939,NH Black,Prevalence
6,1,0.158857008779283,0.0174245104043033,0.128950062969838,0.197916468117605,NH Black,Prevalence
7,1,0.185144124857244,0.0193469195133373,0.151547948201462,0.228273327161979,NH Black,Prevalence
8,1,0.209862068643377,0.0208773600978781,0.173200926747476,0.25563155958371,NH Black,Prevalence
9,1,0.233107742718703,0.0220610326459966,0.194119857797803,0.280911733138284,NH Black,Prevalence
10,1,0.254971852527917,0.0229389831177648,0.214117622326079,0.304298201798825,NH Black,Prevalence
11,1,0.275539317239043,0.0235485112776585,0.232828473382043,0.325334412787269,NH Black,Prevalence
12,1,0.294889652337056,0.0239235444745156,0.250931025417735,0.345074580959361,NH Black,Prevalence
13,1,0.31309732597098,0.0240949804860112,0.268344757243474,0.363168916219291,NH Black,Prevalence
14,1,0.33023209092406,0.0240910026517396,0.284956807864471,0.380089362301685,NH Black,Prevalence
15,1,0.34635929393824,0.023937370111746,0.300872499259541,0.395861902004727,NH Black,Prevalence
16,1,0.361540163996484,0.0236576855184504,0.316260577423358,0.410239443353134,NH Black,Prevalence
17,1,0.375832081048555,0.0232736420638563,0.330673543474058,0.423915148279342,NH Black,Prevalence
18,1,0.389288826556924,0.0228052510159385,0.344671051246065,0.436511568741972,NH Black,Prevalence
19,1,0.401960817138896,0.0222710501346658,0.358057395659641,0.448243114319592,NH Black,Prevalence
20,1,0.413895322488001,0.0216882922818374,0.370875468413916,0.458457167146504,NH Black,Prevalence
21,1,0.425136668671812,0.0210731122010057,0.38341954522298,0.468788386348113,NH Black,Prevalence
22,1,0.435726427823819,0.020440667809849,0.394876202062646,0.477236491091267,NH Black,Prevalence
23,1,0.445703595173559,0.0198052504827375,0.406075284091817,0.48584589038148,NH Black,Prevalence
24,1,0.455104754291158,0.019180356919444,0.416535585278553,0.494137879957612,NH Black,Prevalence
25,1,0.463964231359603,0.0185787137443857,0.426943425600654,0.501098888855187,NH Black,Prevalence
26,1,0.472314239229793,0.0180122457134905,0.436879247788256,0.507947412951145,NH Black,Prevalence
27,1,0.480185011959562,0.0174919803742914,0.446034398599121,0.514165662526228,NH Black,Prevalence
28,1,0.487604930487951,0.0170278873762226,0.454520436708101,0.520672550126241,NH Black,Prevalence
29,1,0.494600640049798,0.0166286600992844,0.462393073967305,0.526776522828552,NH Black,Prevalence
30,1,0.501197159892893,0.016301460386818,0.469676106953623,0.532456762583166,NH Black,Prevalence
31,1,0.507417985820287,0.0160516614538086,0.47628582765818,0.538387402247033,NH Black,Prevalence
32,1,0.513285186043557,0.0158826348844671,0.48286739593289,0.544374250793145,NH Black,Prevalence
33,1,0.518819490798769,0.0157956295409816,0.488019698415026,0.549376134934143,NH Black,Prevalence
34,1,0.524040376145234,0.0157897794747977,0.493347435670575,0.554341478229986,NH Black,Prevalence
35,1,0.528966142337894,0.0158622554356477,0.497964191296229,0.559280682277884,NH Black,Prevalence
36,1,0.533613987136926,0.0160085465443063,0.502415739316253,0.564118182321979,NH Black,Prevalence
37,1,0.53800007439295,0.016222834279328,0.506358379989159,0.568999735240815,NH Black,Prevalence
38,1,0.542139598222816,0.0164984077243128,0.509893339820958,0.573748822051409,NH Black,Prevalence
39,1,0.546046843069171,0.0168280695684427,0.512946935313375,0.57840666259339,NH Black,Prevalence
40,1,0.549735239916864,0.0172044937629854,0.515852686495546,0.582827448204697,NH Black,Prevalence
41,1,0.553217418920464,0.0176205121660767,0.518397760438895,0.587056917996242,NH Black,Prevalence
42,1,0.556505258679793,0.0180693233266752,0.520688830880151,0.591269156034488,NH Black,Prevalence
43,1,0.559609932384155,0.0185446283229299,0.52265408520424,0.595278654570592,NH Black,Prevalence
44,1,0.562541951030943,0.0190407053082879,0.5243433086471,0.598877027513105,NH Black,Prevalence
45,1,0.565311203910323,0.0195524368464832,0.526504338163934,0.602356987136929,NH Black,Prevalence
46,1,0.567926996534683,0.020075303636224,0.527585495429087,0.605926028751289,NH Black,Prevalence
47,1,0.570398086179494,0.020605356210072,0.528731127776579,0.609199703047004,NH Black,Prevalence
48,1,0.572732715190953,0.0211391736544857,0.530266083362844,0.612097608877075,NH Black,Prevalence
49,1,0.574938642205364,0.0216738159488822,0.531297643724914,0.614996476311114,NH Black,Prevalence
50,1,0.577023171415462,0.0222067744496827,0.532465812737719,0.618000192140371,NH Black,Prevalence
51,1,0.578993180009852,0.0227359234333689,0.533339660919763,0.620714112479547,NH Black,Prevalence
52,1,0.580855143903308,0.0232594744329597,0.53405774373635,0.623549793304102,NH Black,Prevalence
53,1,0.582615161867829,0.0237759342813719,0.5349716502961,0.626773378324285,NH Black,Prevalence
54,1,0.584278978167061,0.0242840672297974,0.535522507934218,0.629018490484884,NH Black,Prevalence
55,1,0.585852003789889,0.0247828611645464,0.536272427616462,0.631247875006032,NH Black,Prevalence
56,1,0.587339336372649,0.0252714977411593,0.536822965838202,0.634322739423592,NH Black,Prevalence
57,1,0.58874577889356,0.0257493261441389,0.537010960732944,0.637120199055556,NH Black,Prevalence
58,1,0.590075857217407,0.0262158401313204,0.537721856301956,0.639172309892468,NH Black,Prevalence
59,1,0.59133383656345,0.0266706580106427,0.538449320956216,0.640998868797082,NH Black,Prevalence
60,1,0.592523736964706,0.0271135052083376,0.538865580420824,0.643204324744603,NH Black,Prevalence
61,1,0.593649347782321,0.0275441991110863,0.539179150353654,0.645552397768804,NH Black,Prevalence
62,1,0.594714241334592,0.027962635893961,0.539588982550616,0.647582950084725,NH Black,Prevalence
63,1,0.595721785696326,0.0283687790769578,0.53979083101809,0.64957489071375,NH Black,Prevalence
64,1,0.596675156720595,0.0287626495832463,0.540197338227444,0.651741479560867,NH Black,Prevalence
65,1,0.5975773493316,0.0291443171006276,0.540648441827945,0.653900514559641,NH Black,Prevalence
66,1,0.598431188134195,0.0295138925734706,0.541069534234504,0.656001755893976,NH Black,Prevalence
67,1,0.599239337382672,0.0298715216753846,0.541453652560261,0.657343500863771,NH Black,Prevalence
68,1,0.600004310348709,0.0302173791331183,0.541705611282697,0.658922753186999,NH Black,Prevalence
69,1,0.600728478125772,0.0305516637898213,0.541939783824056,0.660367637146894,NH Black,Prevalence
70,1,0.601414077904916,0.0308745943110948,0.542328126075949,0.661796233608717,NH Black,Prevalence
71,1,0.602063220754672,0.0311864054504575,0.542440336761635,0.663371928845627,NH Black,Prevalence
72,1,0.602677898935631,0.0314873448022074,0.542543212593356,0.664531031468529,NH Black,Prevalence
73,1,0.603259992778388,0.0317776699794159,0.542694738195034,0.665632759092393,NH Black,Prevalence
74,1,0.6038112771517,0.0320576461631698,0.542845859398257,0.666968347959935,NH Black,Prevalence
75,1,0.604333427545977,0.0323275439763581,0.542987408817092,0.668088609382569,NH Black,Prevalence
76,1,0.604828025795688,0.0325876376414806,0.543032758543199,0.668969035408345,NH Black,Prevalence
77,1,0.605296565462725,0.03283820338725,0.543162646004972,0.669807500933164,NH Black,Prevalence
78,1,0.605740456901421,0.0330795180733264,0.543225030108938,0.670765070732326,NH Black,Prevalence
79,1,0.606161032024589,0.033311858006449,0.543279038397708,0.671994641556608,NH Black,Prevalence
80,1,0.606559548788753,0.0335354979246179,0.543301897429597,0.673173102411438,NH Black,Prevalence
81,1,0.606937195415593,0.033750710128907,0.543322786693457,0.674302717804933,NH Black,Prevalence
82,1,0.607295094365581,0.0339577637450235,0.543370109974214,0.675170932644855,NH Black,Prevalence
83,1,0.607634306078753,0.0341569240989214,0.543453106742666,0.675911475954242,NH Black,Prevalence
84,1,0.607955832496687,0.0343484521926883,0.543508456815987,0.676617139217174,NH Black,Prevalence
85,1,0.608260620378826,0.0345326042685809,0.543542987187502,0.677289072717907,NH Black,Prevalence
86,1,0.608549564425518,0.0347096314505324,0.543574658600312,0.677928375634904,NH Black,Prevalence
87,1,0.608823510219348,0.034879779453717,0.543603707764252,0.678538742614441,NH Black,Prevalence
88,1,0.609083256995643,0.0350432883538611,0.543630351790496,0.679228115901235,NH Black,Prevalence
89,1,0.609329560252348,0.0352003924089599,0.543654789814252,0.679946539064514,NH Black,Prevalence
90,1,0.609563134208858,0.0353513199269055,0.543677237127484,0.68062125553984,NH Black,Prevalence
91,1,0.609784654122785,0.0354962931732809,0.54369896373149,0.681390616544808,NH Black,Prevalence
1,2,0,0,0,0,NH Black,Prevalence
2,2,0.0200598251434381,0.00210335838661238,0.0167860581671403,0.0247073141838286,NH Black,Prevalence
3,2,0.0396244031506848,0.0040486076332459,0.0332720099187251,0.0485550459024495,NH Black,Prevalence
4,2,0.0587065376760046,0.005843628808647,0.049483715464751,0.0715751284409627,NH Black,Prevalence
5,2,0.0773186842337464,0.00749599071592978,0.0654022069753413,0.0937494217006194,NH Black,Prevalence
6,2,0.0954729602014909,0.00901296569004315,0.0810350962331016,0.115260849695001,NH Black,Prevalence
7,2,0.113181154517798,0.0104015448462501,0.0964116899224376,0.135844331882434,NH Black,Prevalence
8,2,0.130454737084523,0.0116684528246086,0.111472496846616,0.155807684170455,NH Black,Prevalence
9,2,0.147304867883332,0.0128201620737245,0.126263535121839,0.175187009143479,NH Black,Prevalence
10,2,0.163742405815682,0.013862906715256,0.140782030451305,0.193836886380926,NH Black,Prevalence
11,2,0.179777917275244,0.0148026960286957,0.155095502351599,0.211850587316531,NH Black,Prevalence
12,2,0.195421684461402,0.0156453275937343,0.168976803190481,0.229374644788002,NH Black,Prevalence
13,2,0.210683713442182,0.0163964001248777,0.182662516679863,0.245975915635185,NH Black,Prevalence
14,2,0.22557374197467,0.0170613260297815,0.196053792673777,0.261933333705793,NH Black,Prevalence
15,2,0.240101247090682,0.0176453437187675,0.209206885722517,0.277403707915844,NH Black,Prevalence
